Date,Open,High,Low,Close,Volume
2024-11-28,2226.4314276,2235.75538527,2209.71820378,2234.72132986,74243
2024-11-29,2234.72132986,2243.07683444,2192.51290689,2211.74599855,88998
2024-11-30,2211.74599855,2225.8125348,2199.93703655,2209.85813039,103259
2024-12-01,2209.85813039,2211.67848643,2163.77389785,2171.26019214,115567
2024-12-02,2171.26019214,2186.32482983,2161.97932792,2176.35367545,119923
2024-12-03,2176.35367545,2211.06166555,2158.58417367,2192.79648027,122500
2024-12-04,2192.79648027,2253.08162679,2190.50207908,2244.18648034,137052
2024-12-05,2244.18648034,2266.73180861,2229.47135816,2229.65528373,141206
2024-12-06,2229.65528373,2246.70820726,2224.74872789,2242.53174661,128929
2024-12-07,2242.53174661,2246.55586403,2192.95309815,2203.13432495,117598
2024-12-08,2203.13432495,2212.29788339,2167.20698457,2170.62291648,103059
2024-12-09,2170.62291648,2189.3148505,2117.66254061,2141.76645136,110354
2024-12-10,2141.76645136,2156.23977724,2106.4650676,2118.70711321,112285
2024-12-11,2118.70711321,2160.44474004,2109.59909882,2147.57719012,110196
2024-12-12,2147.57719012,2169.25626301,2136.98756222,2163.12614911,103986
2024-12-13,2163.12614911,2169.55688289,2118.53088342,2126.43329696,96189
2024-12-14,2126.43329696,2146.04048772,2108.35338819,2138.67725489,86215
2024-12-15,2138.67725489,2143.49306509,2099.12955724,2100.58237788,79219
2024-12-16,2100.58237788,2160.21198259,2094.13668516,2140.18162414,88548
2024-12-17,2140.18162414,2186.66836214,2118.07882073,2167.18955343,80856
2024-12-18,2167.18955343,2182.72153182,2117.70685257,2130.26870634,81884
2024-12-19,2130.26870634,2147.10934773,2119.16917503,2143.54138228,76599
2024-12-20,2143.54138228,2162.27618321,2093.46538019,2132.25525903,76047
2024-12-21,2132.25525903,2139.66862487,2112.40612645,2126.18628753,84734
2024-12-22,2126.18628753,2131.15558406,2122.40104917,2128.35755305,89587
2024-12-23,2128.35755305,2182.8089698,2128.2546546,2173.50332443,75597
2024-12-24,2173.50332443,2177.62884362,2116.12990642,2125.32960277,90542
2024-12-25,2125.32960277,2129.99852212,2105.39999134,2116.6659412,98348
2024-12-26,2116.6659412,2132.40713569,2081.25258678,2089.56530279,100805
2024-12-27,2089.56530279,2093.336025,2066.76137628,2070.11947328,86893
2024-12-28,2070.11947328,2106.04800462,2067.57520436,2102.85539592,91878
2024-12-29,2102.85539592,2109.88748515,2078.78241255,2090.49370253,92795
