Date,Open,High,Low,Close,Volume
2024-11-18,0.07377441,0.07686812,0.07357563,0.07614763,62375495
2024-11-19,0.07614763,0.07674765,0.07544046,0.07643741,62122922
2024-11-20,0.07643741,0.07719244,0.07262494,0.07306851,64288714
2024-11-21,0.07306851,0.07529076,0.07206997,0.07498748,61134041
2024-11-22,0.07498748,0.07540971,0.07308526,0.07375321,64081182
2024-11-23,0.07375321,0.07751525,0.07342363,0.07678481,56710359
2024-11-24,0.07678481,0.07793366,0.0764231,0.07768904,50388375
2024-11-25,0.07768904,0.07823203,0.07615291,0.07722321,48492054
2024-11-26,0.07722321,0.07785541,0.07643114,0.07750248,47461296
2024-11-27,0.07750248,0.07772398,0.07506283,0.07544766,41608940
2024-11-28,0.07544766,0.07815287,0.07524526,0.07623635,42225226
2024-11-29,0.07623635,0.07954364,0.07435828,0.0781747,45577461
2024-11-30,0.0781747,0.08154246,0.07796955,0.08014162,39552191
2024-12-01,0.08014162,0.08488926,0.07954699,0.08454436,37466041
2024-12-02,0.08454436,0.08522178,0.08422579,0.08498058,36443951
2024-12-03,0.08498058,0.08594056,0.0837394,0.08451198,40801975
2024-12-04,0.08451198,0.08502074,0.08151507,0.08349097,33312129
2024-12-05,0.08349097,0.08398587,0.08185925,0.08392871,26090657
2024-12-06,0.08392871,0.08466336,0.08186804,0.08287118,29567737
2024-12-07,0.08287118,0.08527545,0.08267999,0.08325853,25131770
2024-12-08,0.08325853,0.0842635,0.07894735,0.08133585,22662254
2024-12-09,0.08133585,0.08366691,0.07984956,0.08205526,23848302
2024-12-10,0.08205526,0.08287046,0.07623843,0.07871028,16735261
2024-12-11,0.07871028,0.08080211,0.07576118,0.07717642,12583229
2024-12-12,0.07717642,0.07897428,0.07582217,0.07609044,11291786
2024-12-13,0.07609044,0.07851249,0.07480129,0.07502006,5801207
2024-12-14,0.07502006,0.07543013,0.07053419,0.07254479,4286499
2024-12-15,0.07254479,0.07414352,0.07089844,0.07294866,4961050
2024-12-16,0.07294866,0.07597323,0.07211555,0.07539319,6713881
2024-12-17,0.07539319,0.07595729,0.06988539,0.06992861,9979176
2024-12-18,0.06992861,0.07057182,0.06944637,0.07057149,14723621
2024-12-19,0.07057149,0.07082698,0.06965467,0.07077939,13163583
2024-12-20,0.07077939,0.0715875,0.06913403,0.07013585,10015565
2024-12-21,0.07013585,0.07146012,0.07013377,0.07057438,11758627
2024-12-22,0.07057438,0.07264145,0.06906891,0.07249929,19269576
2024-12-23,0.07249929,0.07651932,0.07242625,0.07522927,20308049
2024-12-24,0.07522927,0.07680039,0.0732627,0.07431747,22660951
2024-12-25,0.07431747,0.07544942,0.07334075,0.07525494,30417271
2024-12-26,0.07525494,0.07686491,0.07407863,0.07605194,22902544
2024-12-27,0.07605194,0.07684983,0.07476252,0.074887,21862607
2024-12-28,0.074887,0.07858788,0.07261544,0.07675708,22918140
2024-12-29,0.07675708,0.07858979,0.07636667,0.07788293,15567412
